"4","ECD","Address","2019-10-14 09:35:49","12345","noemiclements@domain.com","1",
"5","Test District 2","address 2","2019-10-14 09:43:59","5322","loremipsum@domain.com","1",
"6","Test District 3","address 3","2019-10-14 09:48:29","3235","noemiclements@domain.com","1",
"7","Test District 3","test","2019-10-14 10:10:52",,"loremipsum@domain.com","1",
"8","Test District 4","address","2019-10-14 10:11:56","3235","loremipsum@domain.com","1",
"9","Test District 6","address","2019-10-14 10:48:27","322322","loremipsum@domain.com","1",
"10","East Francistown","address 5","2019-10-14 10:49:15","123456",,"1",
"11","District ONE","Joburg","2020-02-03 10:13:25","1234567027","mitilenik@toc.adventist.org","34",
"25","Mguza","address Z","2019-12-26 13:51:31","123456","nadchif@gmail.com","1",
"26","Beacon","address Y","2019-12-26 13:51:31","234567","keller@test.com","1",
"27","Matebeleland","address X, of street A and House's B","2019-12-26 13:51:31","345678","nadchif@gmail.com","1",
"28","Central","address W","2019-12-26 13:51:31","456789","dchifsolutions@gmail.com","1",
"38","AMguza","address Z","2019-12-26 18:50:47","123456",,"1",
"39","test test","test test test test ","2020-01-13 15:30:30","987654",,"1",
"40","Medallo","Medellin","2020-01-16 11:26:51","4245197410","testing1@sid.adventist.org","1",
"41"," Medallo"," Av Republica","2020-01-16 11:35:36","4245432119",,"1",
"42","Bqto","Barquisimeto","2020-01-16 11:37:30","4245197410","testing1@sid.adventist.org","1",
"43","cabudare","El Paraiso","2020-01-16 11:39:34","4245197410","testing@sid.adventist.org","1",
"44","Medallo","Santa Marta","2020-01-20 09:20:34","711234556","testing1@sid.adventist.org","1",
"45","Beacon of Hope33","test","2020-02-03 10:59:45","1242414",,"1",
"46","Oshakati Mission District","113 Eliander Mwatala Street, Oshakati West","2020-02-13 09:20:18","811588906","ntemad@northnamibia.adventist.org","30",
"47","Ondangwa Mission District","Omashaka, Ondangwa","2020-02-13 09:22:33","811546664",,"30",
"48","Sangwali Mission District","Kanono","2020-02-13 15:09:50","811459703","dmatanga.matanga.daniel@gmail.com","30",
"49","Katima West Mission District","Katima Mulilo","2020-02-13 15:12:54","812098527","chibuduo@gmail.com","30",
"50","Divundu Mission District","Divundu","2020-02-16 09:47:04","811457949",,"30",
"51","Rundu Mission District","Sam Nujoma Drive
Rundu","2020-02-16 09:49:55","264811488125",,"30",
"52","Bukalo Mission District","Zambezi East","2020-02-16 10:03:02","264812310676",,"30",
"53","Katima East Mission District","456 Chaka Street
Soweto, KM","2020-02-16 10:05:00",,,"30",
"54","Windhoek Central District","Windhoek, Namibia","2020-03-05 07:40:52",,,"32",
"55","Windhoek South District","Windhoek, Namibia","2020-03-05 07:41:23",,,"32",
"56","Windhoek North District","Windhoek, Namibia","2020-03-05 07:42:03",,,"32",
"57","Windhoek West District","Windhoek, Namibia","2020-03-05 07:42:59",,,"32",
"58","Gobabis District","Namibia","2020-03-05 07:43:32",,,"32",
"59","Otjiwarongo District","Namibia","2020-03-05 07:44:04",,,"32",
"60","Grootfontein District","Namibia","2020-03-05 07:44:34",,,"32",
"61","Luderitz District","Namibia","2020-03-05 07:44:56",,,"32",
"62","Keetmanshoop District","Namibia","2020-03-05 07:45:21",,,"32",
"63","Hardap District","Namibia","2020-03-05 07:50:46",,,"32",
"65","Karibib District","Namibia","2020-03-05 07:51:06",,,"32",
